campaign_id,company_size,industry,marketing_channel,ad_spend,duration,target_audience,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
189,Nov-50,services,email,47044,83,35-54,Africa,desktop,Windows,Safari,437371,0.154930575,1,566.7951807,546713.75,0.9,0.7,0.7
190,Nov-50,e-commerce,search engine,29814,76,35-54,North America,mobile,Windows,Safari,495546,0.280866142,1,392.2894737,619432.5,0.8,0.7,0.7
191,10-Jan,technology,content marketing,13050,14,suburban,Africa,mobile,iOS,Chrome,74920,0.74882581,1,932.1428571,83244.44444,0.8,0.9,0.9
192,100+,services,content marketing,14663,49,18-34,North America,mobile,Android,Safari,363218,0.729115712,1,299.244898,363218,0.8,0.8,0.7
193,100+,e-commerce,social media,11900,16,rural,South America,mobile,Windows,Chrome,93949,0.124509826,1,743.75,134212.8571,0.8,0.7,0.9
194,51-100,finance,content marketing,43355,47,55+,Asia-Pacific,desktop,Windows,Firefox,231617,0.678542741,1,922.4468085,386028.3333,0.9,0.7,0.8
195,Nov-50,services,influencer,26796,10,urban,South America,tablet,iOS,Chrome,21599,0.203839049,1,2679.6,17999.16667,0.7,0.9,0.9
196,Nov-50,finance,search engine,20784,84,urban,South America,mobile,Android,Safari,415629,0.972961585,1,247.4285714,346357.5,0.8,0.8,0.7
197,51-100,healthcare,email,42380,10,35-54,Europe,tablet,Windows,Firefox,364233,0.603051735,1,4238,455291.25,0.7,0.7,0.8
198,100+,finance,content marketing,8683,30,urban,South America,tablet,iOS,Safari,130771,0.003479425,1,289.4333333,108975.8333,0.7,0.9,0.7
199,100+,services,email,13396,27,urban,South America,tablet,Android,Firefox,11923,0.208454551,1,496.1481481,9935.833333,0.7,0.8,0.8
200,51-100,services,social media,12347,16,suburban,Europe,mobile,Windows,Chrome,385373,0.229605496,1,771.6875,428192.2222,0.8,0.7,0.9
201,51-100,retail,search engine,24984,52,55+,South America,tablet,Windows,Safari,53142,0.247098111,1,480.4615385,88570,0.7,0.7,0.7
202,10-Jan,services,content marketing,48097,76,urban,Europe,tablet,Windows,Safari,69158,0.557093074,1,632.8552632,57631.66667,0.7,0.7,0.7
203,10-Jan,services,email,28027,86,rural,North America,desktop,Windows,Safari,153303,0.20560672,1,325.8953488,219004.2857,0.9,0.7,0.7
204,100+,services,content marketing,22597,50,rural,Asia-Pacific,mobile,Windows,Firefox,265717,0.412792079,1,451.94,379595.7143,0.8,0.7,0.8
205,51-100,services,social media,19072,39,55+,Africa,mobile,Android,Chrome,335033,0.173324968,1,489.025641,558388.3333,0.8,0.8,0.9
206,10-Jan,services,email,17026,42,urban,South America,mobile,Windows,Safari,3670,0.66690245,1,405.3809524,3058.333333,0.8,0.7,0.7
207,10-Jan,finance,email,40859,31,rural,North America,mobile,Windows,Firefox,155775,0.568706663,1,1318.032258,222535.7143,0.8,0.7,0.8
208,51-100,services,search engine,45966,19,35-54,Asia-Pacific,mobile,Windows,Firefox,371841,0.628698088,1,2419.263158,464801.25,0.8,0.7,0.8
209,10-Jan,e-commerce,search engine,36041,45,35-54,North America,desktop,Windows,Safari,154725,0.967408348,1,800.9111111,193406.25,0.9,0.7,0.7
210,10-Jan,technology,email,35987,85,rural,Europe,tablet,iOS,Chrome,381484,0.399301943,1,423.3764706,544977.1429,0.7,0.9,0.9
211,Nov-50,finance,search engine,8498,44,55+,North America,desktop,Android,Firefox,140836,0.215472626,1,193.1363636,234726.6667,0.9,0.8,0.8
212,51-100,services,email,37256,36,55+,South America,tablet,Android,Firefox,412551,0.998770902,0,1034.888889,687585,0.7,0.8,0.8
213,51-100,e-commerce,influencer,19905,20,55+,South America,mobile,Android,Safari,274012,0.058075065,1,995.25,456686.6667,0.8,0.8,0.7
214,Nov-50,retail,content marketing,43274,56,55+,Africa,desktop,Windows,Safari,244600,0.810349371,1,772.75,407666.6667,0.9,0.7,0.7
215,51-100,finance,influencer,29839,74,18-34,Africa,mobile,Android,Safari,73889,0.162176607,1,403.2297297,73889,0.8,0.8,0.7
216,Nov-50,finance,influencer,7137,7,35-54,South America,mobile,Windows,Safari,111641,0.664785234,1,1019.571429,139551.25,0.8,0.7,0.7
217,Nov-50,technology,content marketing,20946,67,urban,North America,tablet,Windows,Firefox,399487,0.473796243,1,312.6268657,332905.8333,0.7,0.7,0.8
218,51-100,services,email,29508,9,18-34,South America,tablet,iOS,Firefox,212039,0.839025563,1,3278.666667,212039,0.7,0.9,0.8
219,51-100,retail,email,20620,56,55+,North America,tablet,Windows,Firefox,39299,0.731091101,1,368.2142857,65498.33333,0.7,0.7,0.8
220,100+,e-commerce,search engine,19823,67,urban,South America,desktop,Android,Firefox,91421,0.172335897,1,295.8656716,76184.16667,0.9,0.8,0.8
221,51-100,technology,social media,41633,42,35-54,Asia-Pacific,tablet,Windows,Firefox,25257,0.665244998,1,991.2619048,31571.25,0.7,0.7,0.8
222,Nov-50,healthcare,email,10460,10,55+,North America,mobile,Android,Safari,126176,0.217090982,1,1046,210293.3333,0.8,0.8,0.7
223,10-Jan,finance,content marketing,42264,49,suburban,Europe,tablet,Windows,Firefox,105722,0.169270426,0,862.5306122,117468.8889,0.7,0.7,0.8
224,Nov-50,services,social media,44666,20,55+,Europe,tablet,iOS,Chrome,272297,0.084116046,0,2233.3,453828.3333,0.7,0.9,0.9
225,Nov-50,e-commerce,content marketing,40314,73,urban,Africa,tablet,Windows,Safari,329695,0.113656035,1,552.2465753,274745.8333,0.7,0.7,0.7
226,Nov-50,retail,content marketing,42697,13,35-54,Asia-Pacific,tablet,Android,Safari,125475,0.703877364,1,3284.384615,156843.75,0.7,0.8,0.7
227,100+,healthcare,content marketing,17722,14,55+,Europe,mobile,iOS,Safari,320057,0.992121624,1,1265.857143,533428.3333,0.8,0.9,0.7
228,Nov-50,finance,social media,29694,50,35-54,South America,tablet,Windows,Chrome,73474,0.675792328,1,593.88,91842.5,0.7,0.7,0.9
229,100+,services,influencer,12214,70,18-34,Europe,mobile,iOS,Firefox,50294,0.708467178,1,174.4857143,50294,0.8,0.9,0.8
230,51-100,services,content marketing,36911,13,suburban,South America,desktop,Windows,Firefox,339755,0.782709779,1,2839.307692,377505.5556,0.9,0.7,0.8
231,51-100,retail,search engine,18310,54,rural,Asia-Pacific,desktop,iOS,Safari,301163,0.889011369,1,339.0740741,430232.8571,0.9,0.9,0.7
232,Nov-50,services,email,40163,68,rural,Africa,mobile,Windows,Chrome,243255,0.26772974,1,590.6323529,347507.1429,0.8,0.7,0.9
233,Nov-50,finance,email,29055,31,18-34,Europe,desktop,Android,Safari,14690,0.604545685,1,937.2580645,14690,0.9,0.8,0.7
234,Nov-50,manufacturing,email,19874,87,rural,Africa,tablet,Windows,Firefox,297379,0.216636938,1,228.4367816,424827.1429,0.7,0.7,0.8
235,10-Jan,finance,social media,32943,74,suburban,Asia-Pacific,tablet,Android,Safari,194864,0.525637523,1,445.1756757,216515.5556,0.7,0.8,0.7
236,51-100,retail,search engine,36917,70,18-34,North America,tablet,Windows,Chrome,145121,0.20866853,1,527.3857143,145121,0.7,0.7,0.9
237,Nov-50,finance,search engine,6702,24,35-54,Asia-Pacific,desktop,Windows,Firefox,32735,0.064005327,0,279.25,40918.75,0.9,0.7,0.8
238,10-Jan,services,search engine,25058,10,35-54,Asia-Pacific,mobile,Android,Safari,153560,0.088284535,1,2505.8,191950,0.8,0.8,0.7
239,51-100,finance,search engine,46262,23,18-34,Asia-Pacific,desktop,Android,Chrome,140566,0.976302396,1,2011.391304,140566,0.9,0.8,0.9
240,10-Jan,services,search engine,19537,53,urban,North America,desktop,Android,Chrome,210538,0.006018082,1,368.6226415,175448.3333,0.9,0.8,0.9
241,100+,retail,influencer,17259,87,18-34,North America,mobile,Android,Chrome,297568,0.690164994,1,198.3793103,297568,0.8,0.8,0.9
242,100+,services,search engine,20892,51,55+,Asia-Pacific,mobile,Windows,Chrome,252183,0.887307542,1,409.6470588,420305,0.8,0.7,0.9
243,100+,manufacturing,search engine,25635,64,urban,North America,desktop,Windows,Firefox,483499,0.393703724,1,400.546875,402915.8333,0.9,0.7,0.8
244,Nov-50,services,social media,33544,9,35-54,South America,desktop,Windows,Chrome,45886,0.708114843,1,3727.111111,57357.5,0.9,0.7,0.9
245,10-Jan,services,social media,5013,18,18-34,Asia-Pacific,mobile,Android,Safari,471886,0.348887292,1,278.5,471886,0.8,0.8,0.7
246,100+,finance,search engine,49488,23,urban,Europe,mobile,Windows,Chrome,279910,0.528964852,1,2151.652174,233258.3333,0.8,0.7,0.9
247,Nov-50,services,influencer,47156,28,55+,South America,desktop,Windows,Firefox,491764,0.935698845,1,1684.142857,819606.6667,0.9,0.7,0.8
248,100+,finance,search engine,42308,45,suburban,Asia-Pacific,tablet,iOS,Firefox,268136,0.042335072,1,940.1777778,297928.8889,0.7,0.9,0.8
249,100+,finance,search engine,13090,45,35-54,Europe,tablet,iOS,Safari,122953,0.267174959,1,290.8888889,153691.25,0.7,0.9,0.7
250,100+,e-commerce,search engine,7169,22,urban,Europe,tablet,Android,Safari,32799,0.105988565,1,325.8636364,27332.5,0.7,0.8,0.7
251,Nov-50,technology,content marketing,49528,57,rural,Africa,mobile,Android,Safari,312914,0.495925432,1,868.9122807,447020,0.8,0.8,0.7
252,Nov-50,services,influencer,15423,35,urban,Africa,tablet,iOS,Safari,7340,0.770480412,1,440.6571429,6116.666667,0.7,0.9,0.7
253,100+,e-commerce,email,47803,84,rural,Europe,tablet,Windows,Chrome,497110,0.976599723,1,569.0833333,710157.1429,0.7,0.7,0.9
254,Nov-50,manufacturing,search engine,33452,77,urban,Asia-Pacific,mobile,Windows,Chrome,3241,0.155448085,1,434.4415584,2700.833333,0.8,0.7,0.9
255,10-Jan,finance,email,13017,47,18-34,Asia-Pacific,mobile,Android,Chrome,447723,0.043930712,1,276.9574468,447723,0.8,0.8,0.9
256,Nov-50,e-commerce,influencer,48678,63,35-54,Asia-Pacific,mobile,Windows,Safari,104463,0.138348914,1,772.6666667,130578.75,0.8,0.7,0.7
257,100+,retail,search engine,37948,34,35-54,Asia-Pacific,tablet,Windows,Safari,271357,0.968752516,0,1116.117647,339196.25,0.7,0.7,0.7
258,51-100,retail,email,30993,83,18-34,Europe,tablet,iOS,Safari,52499,0.320128962,1,373.4096386,52499,0.7,0.9,0.7
259,Nov-50,finance,email,41232,86,18-34,North America,tablet,iOS,Chrome,28855,0.267172471,1,479.4418605,28855,0.7,0.9,0.9
260,10-Jan,e-commerce,influencer,16611,27,rural,North America,tablet,Android,Chrome,262525,0.735067252,1,615.2222222,375035.7143,0.7,0.8,0.9
261,51-100,technology,search engine,37219,10,rural,Asia-Pacific,mobile,Android,Safari,158169,0.120675377,1,3721.9,225955.7143,0.8,0.8,0.7
262,100+,technology,content marketing,35860,21,rural,Africa,tablet,iOS,Safari,244774,0.349075084,1,1707.619048,349677.1429,0.7,0.9,0.7
263,10-Jan,technology,influencer,26063,59,18-34,Europe,mobile,Windows,Chrome,313427,0.144811623,1,441.7457627,313427,0.8,0.7,0.9
264,Nov-50,finance,content marketing,19065,52,55+,North America,desktop,iOS,Safari,371580,0.974320479,1,366.6346154,619300,0.9,0.9,0.7
265,100+,finance,search engine,29324,13,urban,Europe,desktop,iOS,Chrome,315250,0.285122698,1,2255.692308,262708.3333,0.9,0.9,0.9
266,51-100,e-commerce,email,6286,24,55+,Africa,desktop,Android,Chrome,417646,0.269195231,1,261.9166667,696076.6667,0.9,0.8,0.9
267,51-100,manufacturing,influencer,39958,27,35-54,Europe,tablet,Windows,Safari,217795,0.634402781,1,1479.925926,272243.75,0.7,0.7,0.7
268,51-100,manufacturing,influencer,46666,14,18-34,Africa,mobile,Android,Safari,226115,0.01661632,1,3333.285714,226115,0.8,0.8,0.7
269,Nov-50,services,influencer,49177,65,urban,Africa,desktop,Android,Safari,448101,0.653537624,1,756.5692308,373417.5,0.9,0.8,0.7
270,Nov-50,manufacturing,social media,29869,26,rural,South America,mobile,iOS,Firefox,321146,0.453854966,1,1148.807692,458780,0.8,0.9,0.8
271,100+,manufacturing,search engine,10628,88,suburban,Africa,tablet,iOS,Firefox,58048,0.184135011,0,120.7727273,64497.77778,0.7,0.9,0.8
272,100+,manufacturing,social media,34093,89,urban,South America,tablet,Android,Safari,457322,0.486342979,0,383.0674157,381101.6667,0.7,0.8,0.7
273,100+,finance,influencer,5660,73,suburban,Africa,desktop,iOS,Firefox,94753,0.998988259,1,77.53424658,105281.1111,0.9,0.9,0.8
274,100+,e-commerce,influencer,24562,61,urban,Africa,desktop,iOS,Chrome,182401,0.838805971,1,402.6557377,152000.8333,0.9,0.9,0.9
275,Nov-50,finance,content marketing,8389,68,18-34,Europe,desktop,Windows,Chrome,346803,0.974164128,1,123.3676471,346803,0.9,0.7,0.9
276,Nov-50,manufacturing,social media,48066,24,suburban,South America,tablet,Windows,Chrome,495204,0.926061344,1,2002.75,550226.6667,0.7,0.7,0.9
277,51-100,technology,email,40831,85,suburban,North America,tablet,Android,Chrome,478512,0.820415074,1,480.3647059,531680,0.7,0.8,0.9
278,51-100,finance,search engine,40608,62,35-54,North America,desktop,Windows,Chrome,405511,0.334744473,1,654.9677419,506888.75,0.9,0.7,0.9
279,51-100,manufacturing,email,15770,28,urban,Europe,tablet,Android,Chrome,107876,0.729936125,0,563.2142857,89896.66667,0.7,0.8,0.9
280,51-100,manufacturing,email,31627,14,55+,North America,tablet,Windows,Chrome,160249,0.391538043,1,2259.071429,267081.6667,0.7,0.7,0.9
281,100+,manufacturing,search engine,11146,17,rural,North America,desktop,iOS,Chrome,282568,0.429526677,1,655.6470588,403668.5714,0.9,0.9,0.9
282,Nov-50,manufacturing,influencer,27945,18,55+,Africa,tablet,iOS,Firefox,231488,0.873392071,1,1552.5,385813.3333,0.7,0.9,0.8
283,Nov-50,finance,content marketing,48913,54,35-54,Asia-Pacific,tablet,Android,Firefox,306849,0.205183169,0,905.7962963,383561.25,0.7,0.8,0.8
284,10-Jan,finance,influencer,29944,69,35-54,Asia-Pacific,mobile,Windows,Safari,192179,0.296594354,1,433.9710145,240223.75,0.8,0.7,0.7
285,Nov-50,e-commerce,influencer,22280,33,35-54,North America,mobile,iOS,Chrome,47446,0.930500127,1,675.1515152,59307.5,0.8,0.9,0.9
286,10-Jan,e-commerce,social media,28251,41,18-34,Europe,mobile,Android,Chrome,92815,0.699594411,1,689.0487805,92815,0.8,0.8,0.9
287,Nov-50,manufacturing,email,34235,8,18-34,Europe,tablet,Windows,Chrome,174188,0.064898795,1,4279.375,174188,0.7,0.7,0.9
288,Nov-50,e-commerce,email,36896,14,18-34,South America,tablet,iOS,Firefox,302780,0.121613023,1,2635.428571,302780,0.7,0.9,0.8
289,Nov-50,technology,email,44113,26,18-34,Europe,mobile,Windows,Safari,390793,0.579548231,1,1696.653846,390793,0.8,0.7,0.7
290,Nov-50,e-commerce,content marketing,18322,14,35-54,Europe,mobile,Android,Firefox,272505,0.798754961,1,1308.714286,340631.25,0.8,0.8,0.8
291,10-Jan,retail,content marketing,12747,69,35-54,Africa,mobile,Android,Chrome,189196,0.792806821,1,184.7391304,236495,0.8,0.8,0.9
292,10-Jan,e-commerce,content marketing,37212,74,18-34,Africa,desktop,Android,Firefox,360805,0.424926014,1,502.8648649,360805,0.9,0.8,0.8
293,100+,services,search engine,49088,37,18-34,North America,mobile,iOS,Firefox,127204,0.258509299,1,1326.702703,127204,0.8,0.9,0.8
294,Nov-50,technology,content marketing,40903,38,suburban,Europe,mobile,Android,Firefox,304237,0.787708011,1,1076.394737,338041.1111,0.8,0.8,0.8
295,10-Jan,manufacturing,social media,7277,19,urban,Asia-Pacific,mobile,Windows,Firefox,208582,0.944068129,1,383,173818.3333,0.8,0.7,0.8
296,Nov-50,finance,social media,45970,32,suburban,Europe,desktop,iOS,Chrome,85691,0.44413071,1,1436.5625,95212.22222,0.9,0.9,0.9
297,51-100,finance,influencer,6656,87,urban,Europe,desktop,Android,Chrome,352533,0.13727634,1,76.50574713,293777.5,0.9,0.8,0.9
298,Nov-50,manufacturing,influencer,47207,35,18-34,North America,tablet,Android,Firefox,32763,0.609729347,1,1348.771429,32763,0.7,0.8,0.8
299,51-100,e-commerce,influencer,37403,24,18-34,Asia-Pacific,mobile,iOS,Chrome,49999,0.071635014,1,1558.458333,49999,0.8,0.9,0.9
300,10-Jan,finance,influencer,39531,75,rural,North America,mobile,Android,Firefox,478738,0.611500602,1,527.08,683911.4286,0.8,0.8,0.8
301,10-Jan,finance,social media,20413,18,18-34,Europe,tablet,Windows,Safari,363281,0.172945833,1,1134.055556,363281,0.7,0.7,0.7
302,Nov-50,finance,influencer,45633,8,suburban,Asia-Pacific,mobile,iOS,Safari,216877,0.515979078,1,5704.125,240974.4444,0.8,0.9,0.7
303,Nov-50,e-commerce,social media,11910,48,35-54,Europe,tablet,Windows,Chrome,171209,0.625494196,1,248.125,214011.25,0.7,0.7,0.9
304,51-100,finance,content marketing,40385,13,urban,North America,mobile,Windows,Chrome,445431,0.446725685,1,3106.538462,371192.5,0.8,0.7,0.9
305,51-100,services,content marketing,40522,53,rural,North America,mobile,Android,Chrome,434903,0.827296863,1,764.5660377,621290,0.8,0.8,0.9
306,100+,healthcare,search engine,30504,60,suburban,Africa,mobile,iOS,Firefox,86831,0.374708863,1,508.4,96478.88889,0.8,0.9,0.8
307,Nov-50,finance,influencer,13101,21,rural,Asia-Pacific,tablet,Android,Safari,82207,0.155032785,0,623.8571429,117438.5714,0.7,0.8,0.7
308,Nov-50,services,content marketing,13067,64,18-34,Africa,tablet,Windows,Safari,302714,0.463904674,1,204.171875,302714,0.7,0.7,0.7
309,51-100,finance,content marketing,33235,39,35-54,Asia-Pacific,tablet,Android,Chrome,56186,0.963538829,1,852.1794872,70232.5,0.7,0.8,0.9
310,Nov-50,services,email,10208,73,suburban,South America,tablet,Android,Safari,138924,0.880182223,1,139.8356164,154360,0.7,0.8,0.7
311,Nov-50,finance,email,19928,69,urban,Asia-Pacific,tablet,Windows,Chrome,33697,0.311083285,1,288.8115942,28080.83333,0.7,0.7,0.9
312,10-Jan,services,social media,15425,54,rural,Europe,desktop,Android,Chrome,333031,0.242705091,1,285.6481481,475758.5714,0.9,0.8,0.9
313,10-Jan,finance,search engine,33485,72,rural,Asia-Pacific,tablet,Windows,Safari,149312,0.483288157,1,465.0694444,213302.8571,0.7,0.7,0.7
314,100+,e-commerce,email,37523,87,rural,Africa,mobile,iOS,Safari,115966,0.655158005,1,431.2988506,165665.7143,0.8,0.9,0.7
315,100+,healthcare,search engine,18182,71,18-34,North America,desktop,Windows,Firefox,51264,0.926719423,1,256.084507,51264,0.9,0.7,0.8
316,51-100,retail,content marketing,11222,42,urban,North America,desktop,iOS,Chrome,207260,0.613326201,1,267.1904762,172716.6667,0.9,0.9,0.9
317,Nov-50,manufacturing,social media,19480,23,rural,Asia-Pacific,desktop,Windows,Firefox,216487,0.836116417,1,846.9565217,309267.1429,0.9,0.7,0.8
318,10-Jan,services,search engine,40331,8,18-34,South America,desktop,Windows,Firefox,416165,0.696073449,1,5041.375,416165,0.9,0.7,0.8
319,10-Jan,healthcare,email,40571,39,18-34,North America,tablet,Android,Safari,409185,0.101523039,0,1040.282051,409185,0.7,0.8,0.7
320,Nov-50,services,content marketing,43977,12,55+,North America,mobile,iOS,Safari,192298,0.891785524,1,3664.75,320496.6667,0.8,0.9,0.7
321,Nov-50,retail,influencer,40061,49,urban,North America,tablet,Windows,Safari,314780,0.199537444,1,817.5714286,262316.6667,0.7,0.7,0.7
322,51-100,services,content marketing,23009,17,35-54,South America,tablet,Android,Firefox,114830,0.366647,1,1353.470588,143537.5,0.7,0.8,0.8
323,51-100,finance,email,20789,11,18-34,Africa,desktop,Android,Safari,434195,0.840261712,1,1889.909091,434195,0.9,0.8,0.7
324,Nov-50,e-commerce,email,38339,36,35-54,Asia-Pacific,tablet,iOS,Safari,278029,0.97921289,1,1064.972222,347536.25,0.7,0.9,0.7
325,100+,services,influencer,45167,16,suburban,South America,desktop,Android,Chrome,309330,0.310611791,1,2822.9375,343700,0.9,0.8,0.9
326,51-100,services,content marketing,34107,30,18-34,Asia-Pacific,tablet,Android,Safari,326469,0.383222843,1,1136.9,326469,0.7,0.8,0.7
327,Nov-50,manufacturing,search engine,31287,65,rural,Europe,desktop,Windows,Chrome,492143,0.485613642,0,481.3384615,703061.4286,0.9,0.7,0.9
328,51-100,services,search engine,20014,73,18-34,Asia-Pacific,desktop,iOS,Firefox,495806,0.49799165,1,274.1643836,495806,0.9,0.9,0.8
329,Nov-50,manufacturing,content marketing,13574,67,rural,North America,desktop,iOS,Chrome,463385,0.750374905,1,202.5970149,661978.5714,0.9,0.9,0.9
330,Nov-50,finance,search engine,43597,32,18-34,South America,desktop,iOS,Safari,249017,0.817118734,1,1362.40625,249017,0.9,0.9,0.7
331,Nov-50,healthcare,content marketing,22467,45,rural,South America,tablet,iOS,Chrome,163378,0.991035836,1,499.2666667,233397.1429,0.7,0.9,0.9
332,51-100,retail,content marketing,48477,88,35-54,Africa,tablet,Android,Safari,138190,0.80422872,1,550.875,172737.5,0.7,0.8,0.7
333,10-Jan,e-commerce,email,26914,9,55+,Europe,mobile,iOS,Firefox,452269,0.299781419,1,2990.444444,753781.6667,0.8,0.9,0.8
334,10-Jan,technology,social media,17361,44,urban,Africa,mobile,Android,Chrome,276870,0.358150646,1,394.5681818,230725,0.8,0.8,0.9
